,tg,p_5,p_10,p_15,p_20,p_25,p_30,p_40,p_50,visual_inspection,lon,lat,recordLength,recordSign,obsRecordLength,numYearsGained,yrGainedSign
207,"portland,s.aus._129a_australia.csv",1994,1950,1947,1947,1947,1945,1867,1867,1947,141.6,-38.333,68,50-75,22,46,30-60
208,portland_maine__usa.csv,1944,1930,1875,1875,1872,1872,1872,1836,1875,-70.247,43.657,140,125-150,61,79,60-90
209,portlincoln_023_australia.csv,1994,1950,1950,1950,1947,1867,1867,1867,1947,135.86,-34.72,68,50-75,39,29,0-30
210,portlonsdale_017_australia.csv,1994,1950,1950,1950,1947,1882,1867,1867,1950,138.5,-35.099,65,50-75,42,23,0-30
211,porto_torres_porto+torres_italy.csv,2007,1957,1878,1853,1852,1852,1852,1836,1877,8.4039,40.842,138,125-150,14,124,120-160
212,portpatrick_p063_uk.csv,1961,1921,1868,1868,1836,1836,1836,1836,1875,-5.12,54.843,140,125-150,40,100,90-120
213,portpirie_024_australia.csv,1994,1947,1947,1947,1947,1947,1867,1867,1947,138.01,-33.177,68,50-75,63,5,0-30
214,portrush_p935_uk.csv,1980,1921,1868,1848,1836,1836,1836,1836,1875,-6.6568,55.207,140,125-150,18,122,120-160
215,portsmouth_p008_uk.csv,1973,1973,1867,1836,1836,1836,1836,1836,1867,-1.1118,50.803,148,125-150,22,126,120-160
216,"port_angeles,_wa_584a_usa.csv",1954,1948,1947,1905,1905,1898,1836,1836,1947,-123.44,48.125,68,50-75,23,45,30-60
217,port_bloc_.csv,2009,1951,1875,1875,1853,1853,1853,1836,1875,-1.0616,45.569,140,125-150,19,121,120-160
218,port_camargue_france.csv,1957,1899,1853,1853,1853,1853,1836,1836,1853,4.1264,43.52,162,150-180,2,160,120-160
219,port_chalmers_669a_new_zealand.csv,2014,2013,2013,1974,1948,1948,1947,1947,1974,170.65,-45.817,41,0-50,14,27,0-30
220,port_elizabeth_184a_south_africa.csv,2007,1978,1967,1967,1953,1953,1914,1890,1967,25.63,-33.96,48,0-50,24,24,0-30
221,port_kembla_342a_australia.csv,1996,1950,1947,1947,1947,1947,1852,1852,1947,150.91,-34.473,68,50-75,21,47,30-60
222,"port_orford,_or_557a_usa.csv",1951,1948,1908,1877,1877,1877,1836,1836,1948,-124.5,42.74,67,50-75,14,53,30-60
223,port_stanley_a_290a_united_kingdom.csv,2005,1976,1975,1975,1975,1956,1913,1882,1975,-57.867,-52.7,40,0-50,4,36,30-60
224,port_stanley_b_290b_united_kingdom.csv,1979,1978,1978,1975,1975,1967,1956,1956,1975,-57.933,-51.75,40,0-50,14,26,0-30
225,port_stanvac_100a_australia.csv,1994,1950,1950,1947,1947,1947,1867,1867,1947,138.47,-35.108,68,50-75,18,50,30-60
226,port_tudy_.csv,1965,1875,1853,1853,1853,1836,1836,1836,1875,-3.4459,47.644,140,125-150,38,102,90-120
227,port_vendres_france.csv,1999,1999,1998,1853,1853,1853,1853,1853,1853,3.1075,42.52,162,150-180,21,141,120-160
228,"princerupert,canada_001.csv",1950,1948,1948,1948,1912,1912,1898,1898,1948,-130.17,54.317,67,50-75,13,54,30-60
229,"prudhoe_bay,_ak_579a_usa.csv",2001,2001,1936,1936,1936,1905,1878,1878,1936,-148.53,70.4,79,75-100,19,60,30-60
230,"puertowilliams,chile_001.csv",2014,2007,1985,1975,1975,1975,1956,1956,discard ,-67.617,-54.933,,,33,,nan
231,ravenna_ravenna_italy.csv,2014,1921,1873,1853,1853,1853,1836,1836,1875,12.283,44.492,140,125-150,15,125,120-160
232,reedypoint_usa.csv,1950,1931,1931,1872,1872,1872,1872,1872,1872,-75.573,39.558,143,125-150,33,110,90-120
233,ringhals_016_sweden.csv,1970,1880,1866,1866,1866,1866,1836,1836,1880,12.113,57.25,135,125-150,45,90,60-90
234,roervik_005_norway.csv,1993,1928,1880,1879,1879,1878,1836,1836,1927,11.23,64.859,88,75-100,44,44,30-60
235,roscoff_.csv,1982,1921,1853,1836,1836,1836,1836,1836,1875,-3.9657,48.718,140,125-150,36,104,90-120
236,rothera_uk.csv,2006,2006,2006,2006,1997,1955,1955,1909,discard ,-68.133,-67.567,,,11,,nan
237,"sabine_pass_n,tx_766a_usa.csv",2007,2005,2004,1961,1961,1887,1836,1836,1875,-93.87,29.73,140,125-150,21,119,90-120
238,sagunto_sagunto_spain.csv,1980,1853,1853,1853,1853,1853,1853,1853,1853,-0.206,39.634,162,150-180,7,155,120-160
239,saint_gildas_.csv,1973,1916,1853,1853,1836,1836,1836,1836,1875,-2.2464,47.14,140,125-150,39,101,90-120
240,saint_jean_de_luz_so_.csv,1958,1957,1875,1853,1853,1853,1853,1836,1875,-1.6816,43.395,140,125-150,39,101,90-120
241,saint_malo_.csv,1973,1875,1867,1853,1836,1836,1836,1836,1867,-2.0281,48.641,148,125-150,19,129,120-160
242,saint_nazaire_.csv,1923,1921,1875,1875,1836,1836,1836,1836,1875,-2.2016,47.267,140,125-150,29,111,90-120
243,sakai_japan.csv,1972,1948,1948,1945,1945,1945,1900,1836,1945,133.25,35.55,70,50-75,52,18,0-30
244,sandyhook_usa.csv,2010,1931,1872,1872,1872,1872,1872,1872,1872,-74.009,40.467,143,125-150,63,80,60-90
245,"sand_point,ak_574a_usa.csv",1954,1954,1954,1942,1906,1906,1886,1886,1942,-160.5,55.337,73,50-75,38,35,30-60
246,sanfrancisco_usa.csv,2012,2012,1983,1983,1983,1983,1848,1836,1935,-122.47,37.807,80,75-100,65,15,0-30
247,santander_ieo_spain.csv,1957,1875,1875,1875,1875,1853,1836,1836,1875,-3.79,43.461,140,125-150,65,75,60-90
248,scott_base_663a_new_zealand.csv,2007,2005,1996,1996,1955,1955,1955,1955,discard ,166.75,-77.85,,,4,,nan
249,seattle_usa.csv,1975,1948,1948,1948,1948,1898,1836,1836,1948,-122.34,47.603,67,50-75,65,2,0-30
250,seldovia_usa.csv,1972,1957,1943,1942,1942,1942,1904,1881,1942,-151.72,59.44,73,50-75,34,39,30-60
251,sete_france.csv,1957,1853,1853,1853,1853,1853,1836,1836,1853,3.6991,43.398,162,150-180,16,146,120-160
252,"seward_c,ak_560c_usa.csv",1972,1943,1942,1942,1942,1942,1942,1942,1942,-149.43,60.12,73,50-75,40,33,30-60
253,"sewellspoint,hamptonroads_usa.csv",1992,1933,1933,1899,1899,1856,1836,1836,1875,-76.33,36.947,140,125-150,65,75,60-90
254,shanwei_641a_china.csv,1991,1954,1954,1954,1945,1836,1836,1836,1881,115.35,22.75,134,125-150,23,111,90-120
255,shimokita_japan.csv,2014,2014,2014,1945,1880,1880,1880,1836,1945,141.23,41.367,70,50-75,17,53,30-60
256,simon_s_town_221a_south_africa.csv,2014,2009,2009,2009,1978,1978,1889,1882,discard ,18.433,-34.183,,,36,,nan
257,"sitka,ak_559a_usa.csv",1972,1950,1950,1947,1905,1898,1898,1886,1947,-135.34,57.052,68,50-75,73,-5,(-15)-(0)
258,skagway_usa.csv,1972,1947,1947,1942,1915,1915,1915,1905,1942,-135.33,59.45,73,50-75,32,41,30-60
259,smogen_020_sweden.csv,1973,1880,1880,1880,1866,1866,1836,1836,1880,11.218,58.354,135,125-150,56,79,60-90
260,solenzara_france.csv,2008,1921,1921,1853,1853,1852,1836,1836,1877,9.4038,41.857,138,125-150,3,135,120-160
261,solomonsisland_biol.lab.__usa.csv,1942,1873,1872,1872,1872,1872,1872,1836,1872,-76.452,38.317,143,125-150,30,113,90-120
262,"south_beach,or_592a_usa.csv",1994,1950,1948,1947,1877,1877,1836,1836,1947,-124.04,44.625,68,50-75,46,22,0-30
263,springmaidpier_usa.csv,1947,1946,1946,1850,1850,1842,1842,1836,1850,-78.918,33.655,165,150-180,34,131,120-160
264,spring_bay_335a_australia.csv,1993,1993,1950,1947,1947,1882,1867,1852,discard ,147.93,-42.55,,,26,,nan
265,st.petersburg_usa.csv,1988,1935,1935,1935,1935,1869,1850,1850,1869,-82.627,27.761,146,125-150,63,83,60-90
266,"st._augustine,fl_262a_usa.csv",1972,1926,1926,1859,1859,1851,1851,1842,1859,-81.262,29.857,156,150-180,9,147,120-160
267,st._john_s_b_276b_canada.csv,1950,1947,1947,1913,1913,1872,1836,1836,1913,-52.7,47.567,102,100-125,47,55,30-60
268,"st._petersburg,_fl_759a_usa.csv",1936,1869,1869,1861,1850,1850,1850,1850,1861,-82.627,27.76,154,150-180,63,91,90-120
269,stanley_uk.csv,2002,1976,1975,1975,1975,1975,1956,1956,1975,-57.821,-51.692,40,0-50,17,23,0-30
270,stenungsund_022_sweden.csv,1880,1880,1880,1880,1866,1866,1836,1836,1880,11.832,58.093,135,125-150,49,86,60-90
271,sthelier_p074_uk.csv,1973,1878,1853,1853,1853,1836,1836,1836,1875,-2.1167,49.183,140,125-150,22,118,90-120
272,stmarys_p231_uk.csv,1982,1921,1875,1875,1847,1836,1836,1836,1875,-6.3164,49.918,140,125-150,15,125,120-160
273,stornoway_p042_uk.csv,1988,1985,1875,1875,1845,1845,1845,1836,1869,-6.3882,58.208,146,125-150,30,116,90-120
274,taranaki_076a_new_zealand.csv,1984,1953,1953,1948,1948,1948,1948,1948,1948,174.03,-39.05,67,50-75,23,44,30-60
275,tauranga_073a_new_zealand.csv,1953,1953,1953,1948,1948,1948,1948,1948,1948,176.18,-37.65,67,50-75,24,43,30-60
276,tenerife_tenerife_spain.csv,1949,1877,1877,1875,1875,1875,1848,1848,1875,-16.24,28.478,140,125-150,21,119,90-120
277,thevenard_026_australia.csv,1994,1950,1947,1944,1944,1879,1867,1867,1944,133.65,-32.146,71,50-75,39,32,30-60
278,timaru_665a_new_zealand.csv,2013,1973,1968,1968,1962,1948,1947,1947,1948,171.25,-44.383,67,50-75,15,52,30-60
279,tobermory_p223_uk.csv,2012,1961,1875,1875,1848,1848,1836,1836,1875,-6.0642,56.623,140,125-150,20,120,90-120
280,toulon_france.csv,2008,1898,1853,1853,1853,1853,1853,1836,1898,5.9131,43.117,117,100-125,27,90,60-90
281,tregde_006_norway.csv,1987,1879,1866,1866,1836,1836,1836,1836,1870,7.5666,58,145,125-150,45,100,90-120
282,trieste_270061_italy.csv,1993,1956,1875,1853,1853,1853,1836,1836,1875,13.75,45.65,140,125-150,43,97,90-120
283,ullapool_p043_uk.csv,2012,2012,1868,1845,1845,1845,1845,1836,1875,-5.1579,57.895,140,125-150,35,105,90-120
284,unalaska_usa.csv,1954,1944,1944,1944,1913,1907,1907,1886,1944,-166.54,53.88,71,50-75,32,39,30-60
285,ushuaia_600a_argentina.csv,2008,2006,2005,1975,1975,1975,1956,1956,discard ,-68.217,-54.817,,,7,,nan
286,"valdez,ak_562a_usa.csv",1972,1943,1943,1942,1942,1942,1942,1942,1942,-146.36,61.125,73,50-75,34,39,30-60
287,valencia_valencia_spain.csv,1957,1955,1955,1941,1941,1853,1853,1836,1877,-0.33,39.46,138,125-150,22,116,90-120
288,varberg1_024_sweden.csv,1880,1879,1866,1866,1866,1836,1836,1836,1880,12.217,57.1,135,125-150,20,115,90-120
289,"vardo,norway_001.csv",1993,1993,1928,1928,1928,1880,1880,1880,1928,31.1,70.333,87,75-100,28,59,30-60
290,venezia_punta_salute_italy.csv,1993,1937,1853,1853,1853,1853,1836,1836,1875,12.426,45.419,140,125-150,33,107,90-120
291,vernadsky_a003_uk+ukraine.csv,2002,1994,1994,1994,1989,1967,1909,1909,discard ,-64.267,-65.25,,,31,,nan
292,victorharbor_027_australia.csv,1994,1950,1950,1947,1947,1947,1867,1867,1947,138.62,-35.553,68,50-75,37,31,30-60
293,"victoria,bc_543a_canada.csv",1954,1948,1948,1944,1898,1898,1836,1836,1944,-123.37,48.422,71,50-75,102,-31,(-60)-(-30)
294,vigo_ieo_spain.csv,1957,1878,1875,1875,1875,1853,1836,1836,1875,-8.7333,42.233,140,125-150,67,73,60-90
295,viken_025_sweden.csv,2008,1879,1879,1866,1866,1836,1836,1836,1880,12.579,56.142,135,125-150,39,96,90-120
296,villagarcia_villagarcia_spain.csv,1954,1878,1875,1875,1875,1875,1836,1836,1875,-8.77,42.601,140,125-150,17,123,120-160
297,wakkanai_japan.csv,2014,2014,2014,2014,1880,1880,1880,1880,1948,141.68,45.4,67,50-75,53,14,0-30
298,wellington_071a_new_zealand.csv,1974,1958,1948,1948,1948,1948,1948,1947,1948,174.78,-41.283,67,50-75,67,0,(-15)-(0)
299,weymouth_p991_uk.csv,1973,1923,1875,1875,1836,1836,1836,1836,1875,-2.4479,50.608,140,125-150,21,119,90-120
300,whitby_p174_uk.csv,2014,2014,2014,1868,1844,1836,1836,1836,1868,-0.61417,54.49,147,125-150,29,118,90-120
301,wick_p035_uk.csv,2012,2004,1869,1869,1845,1845,1845,1836,1869,-3.0863,58.441,146,125-150,43,103,90-120
302,"willapa_bay,_wa_564a_usa.csv",1954,1949,1949,1948,1948,1877,1836,1836,1948,-123.97,46.708,67,50-75,38,29,0-30
303,willetspoint_usa.csv,1978,1931,1872,1872,1872,1872,1872,1836,1872,-73.782,40.793,143,125-150,46,97,90-120
304,williamstown_028_australia.csv,1993,1947,1947,1947,1947,1945,1867,1867,1947,144.9,-37.857,68,50-75,39,29,0-30
305,"woods_hole,ma_742a_usa.csv",1950,1950,1950,1950,1949,1872,1872,1872,1872,-70.672,41.523,143,125-150,49,94,90-120
306,workington_p217_uk.csv,1980,1872,1868,1868,1844,1836,1836,1836,1868,-3.5676,54.651,147,125-150,22,125,120-160
307,xiamen_376a_china.csv,1948,1947,1945,1881,1881,1881,1881,1836,1881,118.07,24.45,134,125-150,44,90,60-90
308,yakutat_usa.csv,1971,1947,1942,1942,1942,1942,1942,1898,1942,-139.74,59.548,73,50-75,47,26,0-30
309,zhapo_a_635a_china.csv,1946,1943,1943,1943,1836,1836,1836,1836,1880,111.83,21.583,135,125-150,24,111,90-120
